question_id,r@1,r@3,r@5,r@10,r@15,contexts,ground_truth
28,1,1,1,1,1,8-48-829-1|2-21-556-2|7-41-572-3|6-38-588-5|6-38-588-6|8-48-829-2|8-48-1563-1|2-21-556-1|7-41-571-2|1-16-1109-1|8-48-1563-2|2-21-556-4|8-47-1346-2|7-43-573-1|10-58-559-3,8-48-829-1
29,1,1,1,1,1,8-45-563-6|8-45-563-5|8-45-563-4|8-45-563-1|8-45-563-2|8-45-563-3|2-21-564-2|2-21-564-6|2-21-564-1|2-21-564-7|10-64-568-2|2-21-564-3|2-21-564-5|10-64-568-5|2-21-564-4,8-45-563-6
30,0,1,1,1,1,8-47-1264-3|8-47-1264-4|8-47-1264-2|8-47-1264-1|8-47-1265-3|8-47-1638-1|8-47-1262-3|8-47-1262-2|8-47-1263-3|8-47-1262-1|8-47-1263-2|8-47-1265-2|10-58-559-7|8-47-1259-1|8-48-1280-1,8-47-1264-2
31,0,0,0,0,0,8-45-563-4|8-45-563-6|10-57-565-10|8-45-563-3|10-57-565-8|8-45-563-2|8-45-563-1|10-57-565-6|8-45-563-5|10-57-565-9|10-58-559-5|10-57-565-3|10-58-559-4|10-57-565-7|10-57-565-1,8-47-1284-1
32,0,1,1,1,1,10-58-559-5|8-47-1206-1|10-58-560-5|10-58-559-6|7-41-571-1|10-57-565-1|10-58-559-3|10-57-566-5|10-57-565-4|7-41-569-6|10-58-559-1|10-58-559-4|10-57-566-2|10-64-568-5|10-57-565-6,8-47-1206-1
33,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1563-2|8-48-1505-1|8-48-1504-1|8-47-1344-1|8-46-827-1|10-58-560-5|8-47-1342-1|8-47-692-1|8-47-1341-1|6-86-690-2|6-86-691-2|8-48-691-4|8-48-691-2,8-48-1563-1
34,1,1,1,1,1,8-44-1327-3|10-57-565-10|10-57-565-13|8-44-1327-2|10-57-565-4|10-57-566-5|8-44-688-3|10-57-566-1|10-57-565-1|8-47-1307-3|7-41-575-2|10-57-565-6|10-57-565-9|10-57-565-11|10-57-565-7,8-44-1327-3
35,1,1,1,1,1,8-47-1770-1|8-47-816-2|8-45-563-3|8-47-1776-1|8-47-1780-1|2-21-564-3|10-57-566-1|10-57-565-13|8-47-1770-2|2-21-564-7|10-57-565-7|8-45-563-2|8-47-1769-1|10-58-559-3|10-57-414-1,8-47-1770-1
36,1,1,1,1,1,8-47-1344-1|7-41-572-3|1-16-1103-4|8-47-1346-2|1-16-820-1|1-16-1109-1|7-41-572-1|1-16-620-1|1-16-782-1|8-47-1346-1|1-16-777-1|7-41-572-2|10-64-568-2|1-16-614-4|1-16-773-1,8-47-1344-1
37,0,1,1,1,1,8-47-1307-3|8-47-1307-2|6-37-387-1|9-52-585-5|6-37-387-2|7-41-575-1|8-47-1324-2|8-44-1327-2|7-39-570-1|10-57-565-13|8-44-1327-3|9-50-579-4|4-97-1481-1|7-39-570-3|8-47-1307-1,8-47-1307-2
38,0,1,1,1,1,9-50-581-6|8-44-929-2|8-44-927-3|10-57-565-6|8-45-563-3|10-88-927-3|10-57-566-1|10-64-568-3|8-44-929-1|10-57-565-7|8-45-563-2|10-57-565-9|10-64-568-1|10-88-927-2|10-57-566-3,8-44-929-2
39,0,0,0,0,0,8-45-563-1|10-58-560-2|10-58-560-5|10-58-559-1|10-58-560-3|8-45-563-5|10-58-560-4|8-45-563-6|8-45-563-2|10-58-560-1|2-21-557-1|10-57-565-1|8-45-563-4|8-45-563-3|10-58-559-4,8-47-1893-1
40,0,1,1,1,1,8-45-563-6|8-47-1320-3|9-50-580-3|10-58-559-5|2-21-561-3|8-45-563-4|8-45-563-1|8-45-563-5|10-57-566-2|9-50-579-4|10-58-559-6|8-45-563-2|8-47-1262-1|8-47-1321-1|10-57-565-1,8-47-1320-3
41,0,0,0,1,1,11-67-1269-7|1-87-1481-1|1-16-1103-4|6-38-589-2|6-38-588-8|6-38-588-9|8-44-1269-6|9-50-579-3|6-38-588-10|6-38-588-4|5-31-2063-1|10-55-1269-8|6-38-589-5|10-59-1270-3|7-43-1270-3,8-44-1269-6
42,0,0,0,0,0,9-50-579-1|9-50-581-4|6-38-589-2|9-50-579-4|9-50-581-2|6-38-589-3|9-51-582-6|9-50-579-3|7-41-575-4|10-57-565-10|10-58-559-7|9-50-579-2|7-41-575-2|2-21-556-6|7-41-569-7,8-47-1262-3
43,0,0,0,1,1,7-41-575-1|2-21-564-7|8-45-563-3|7-41-575-4|7-41-575-2|8-47-1775-1|8-45-563-2|10-57-566-1|9-50-579-3|8-45-563-4|2-21-564-2|10-57-566-5|10-57-566-3|10-57-565-7|7-41-571-2,8-47-1775-1
44,0,0,0,1,1,8-47-1346-2|10-58-559-7|10-58-560-2|10-58-559-4|6-86-691-4|8-47-692-2|8-47-1349-2|8-48-1514-1|8-48-1350-1|10-58-560-6|2-21-556-2|8-46-827-3|8-47-1307-3|8-48-691-3|2-22-712-2,8-47-692-2
45,0,0,0,0,1,2-21-556-5|10-58-559-7|10-58-559-4|10-58-559-2|6-86-691-3|6-86-691-1|10-58-559-3|2-21-556-3|8-48-691-3|2-21-556-2|8-48-691-1|10-58-559-5|2-21-556-6|10-58-559-1|10-58-559-6,8-48-691-1
46,1,1,1,1,1,8-47-1781-2|8-47-1780-1|8-47-816-2|8-45-563-3|9-50-581-6|10-57-565-8|10-57-565-9|8-47-1781-1|8-45-563-2|10-57-565-7|8-47-1782-2|8-45-563-4|8-47-1782-3|10-58-559-3|10-57-566-1,8-47-1781-2
47,1,1,1,1,1,8-48-828-4|10-57-565-1|2-22-700-6|10-57-565-4|10-58-559-5|10-58-559-4|2-21-564-7|2-21-561-2|10-57-565-12|10-57-565-3|7-43-573-3|10-57-565-13|2-21-564-6|2-21-556-5|10-57-565-10,8-48-828-4
48,0,0,1,1,1,9-50-581-9|9-52-585-5|10-57-566-2|9-50-579-4|8-44-688-2|9-50-580-3|8-45-563-6|7-39-570-1|9-50-581-8|6-38-588-14|10-57-565-1|8-44-1327-2|4-97-1481-1|8-45-563-4|10-57-565-10,8-44-688-2
49,0,0,0,1,1,10-57-565-6|10-57-565-5|10-57-565-10|10-57-565-1|10-57-565-4|10-57-565-3|10-57-565-2|8-45-1113-3|2-21-564-2|10-57-565-9|8-45-1113-2|2-21-564-1|10-57-566-2|8-45-563-1|2-21-564-6,8-45-1113-3
50,1,1,1,1,1,8-48-828-1|8-48-828-2|7-41-572-3|7-43-574-3|7-43-573-3|7-41-572-1|10-58-559-4|8-48-828-3|7-41-571-1|7-41-572-2|2-21-556-5|10-58-559-6|10-59-1269-8|2-21-556-3|10-58-559-7,8-48-828-1
51,0,0,0,0,0,10-58-560-2|8-46-826-2|10-58-560-5|8-46-827-3|10-58-559-6|10-58-559-5|7-41-571-1|8-46-827-1|10-58-559-1|8-45-563-1|10-58-560-3|10-58-559-4|10-58-559-7|2-21-557-3|2-21-556-6,8-46-826-1
52,0,0,0,0,0,10-58-559-1|2-21-556-1|10-58-559-4|10-58-559-5|10-58-559-3|10-58-559-2|8-45-563-1|2-21-561-2|10-58-560-2|8-45-563-3|2-21-557-1|2-21-556-2|8-45-563-2|2-21-561-1|2-21-556-3,8-47-1204-1
53,0,0,0,1,1,7-43-574-3|10-58-559-7|7-41-572-3|8-47-1301-1|2-21-556-5|8-48-1280-2|7-43-573-3|2-21-556-6|7-41-571-1|8-48-1280-1|7-43-574-2|7-43-573-2|2-21-556-4|7-41-569-7|7-43-574-1,8-48-1280-1
54,0,0,0,0,0,10-58-559-5|9-50-580-3|2-21-556-6|8-45-563-6|9-50-579-4|9-52-585-5|2-21-564-7|10-58-559-4|8-45-563-1|2-21-561-3|10-58-559-6|10-58-559-3|3-25-567-3|8-45-563-4|2-21-556-1,8-47-1281-2
55,0,0,0,0,0,7-39-570-1|7-41-590-1|7-41-590-2|7-43-574-3|7-41-575-1|7-41-572-3|7-39-570-3|7-43-574-1|5-31-591-1|10-58-559-7|9-52-585-5|2-21-556-6|10-57-565-13|7-41-575-2|7-41-569-7,8-47-1254-1
56,0,1,1,1,1,8-45-563-5|10-57-565-6|8-47-1781-3|8-45-563-2|8-45-563-3|8-45-563-4|8-45-563-1|10-57-565-14|10-57-565-10|10-57-566-5|8-47-1780-1|8-45-563-6|8-47-1780-2|8-47-1782-4|8-47-1768-4,8-47-1781-3
57,1,1,1,1,1,8-45-563-5|8-45-563-6|8-45-563-2|8-45-563-3|8-45-563-1|8-45-563-4|2-21-564-3|2-21-564-7|2-21-564-6|10-65-587-3|10-64-568-2|2-21-564-5|2-21-564-1|2-21-556-5|2-21-564-2,8-45-563-5
58,0,1,1,1,1,10-57-565-5|10-57-565-1|8-47-1771-1|10-57-565-4|10-57-565-2|8-45-563-1|8-47-1769-1|10-57-565-10|10-57-565-6|10-57-565-3|10-57-565-9|2-21-564-7|8-45-563-3|10-57-565-8|8-47-1770-2,8-47-1771-1
59,0,0,0,1,1,8-47-1263-1|7-43-574-3|7-41-572-3|7-41-571-1|7-41-575-4|8-48-1562-1|7-41-569-6|8-48-691-4|7-41-572-2|6-86-690-2|8-48-691-3|7-41-569-7|2-21-556-1|2-21-556-6|8-45-563-3,8-48-1562-1
60,0,0,0,0,0,10-58-559-4|10-58-559-5|3-25-809-2|10-58-559-6|3-25-806-1|10-58-559-2|10-58-559-3|10-58-559-1|10-57-566-4|10-57-566-2|8-44-1269-5|3-25-806-2|10-58-559-7|8-45-563-1|10-57-565-1,3-25-809-3
61,1,1,1,1,1,3-90-1790-2|10-61-1790-2|6-35-1790-2|10-61-1790-1|7-43-573-3|3-90-1790-1|6-35-1790-1|10-58-559-5|10-58-559-4|7-43-574-3|10-58-559-3|10-58-559-6|7-43-574-1|6-38-588-6|10-61-1790-3,3-90-1790-2
62,1,1,1,1,1,3-24-725-2|3-25-567-3|6-38-588-10|6-38-588-7|6-38-588-6|6-38-588-13|3-25-567-1|6-38-588-3|6-38-588-12|10-57-566-2|6-38-588-5|6-38-588-11|7-43-573-1|6-38-588-2|7-41-569-3,3-24-725-2
63,1,1,1,1,1,3-25-567-3|3-25-567-1|3-25-567-4|3-25-567-2|2-21-561-2|2-21-561-1|7-43-574-3|10-58-559-5|7-41-590-1|7-43-573-3|7-41-590-2|10-57-565-6|7-43-573-2|10-58-559-4|2-21-561-3,3-25-567-3
64,1,1,1,1,1,3-90-805-3|9-52-585-5|3-90-805-2|6-38-588-9|6-38-588-8|9-52-585-4|9-52-585-2|9-52-585-1|6-38-589-2|9-52-585-3|6-38-589-7|6-38-588-10|6-38-589-6|6-38-588-6|3-25-567-3,3-90-805-3
65,1,1,1,1,1,3-24-1856-1|10-57-566-2|6-38-589-1|6-38-589-2|6-38-589-6|6-38-589-5|6-38-589-3|6-38-589-7|6-38-589-4|7-41-571-1|10-57-565-5|10-57-566-3|3-25-567-3|10-57-565-2|6-38-588-3,3-24-1856-1
66,1,1,1,1,1,3-25-567-4|3-25-567-3|3-25-567-2|3-25-567-1|2-21-561-2|6-38-588-9|6-38-588-6|7-41-569-7|6-38-588-7|7-43-574-3|7-41-569-2|6-38-588-14|2-21-561-1|6-38-589-7|6-38-588-1,3-25-567-4
67,1,1,1,1,1,3-25-812-1|3-25-1860-1|2-21-561-2|10-58-559-5|3-25-811-1|2-21-561-1|10-58-559-6|7-43-573-3|3-25-1860-2|2-21-561-3|3-25-807-2|10-58-559-3|3-25-807-3|3-25-567-2|10-57-565-1,3-25-812-1
68,1,1,1,1,1,3-24-1852-1|3-24-1852-3|3-24-1852-2|6-38-588-6|3-25-567-1|6-38-588-5|7-43-573-3|6-38-588-1|6-38-589-4|3-25-1860-2|3-25-567-3|6-38-588-12|6-38-588-3|7-39-570-2|2-21-556-2,3-24-1852-1
69,0,0,0,0,1,7-41-575-3|7-41-575-1|7-41-571-2|7-41-575-2|7-43-701-2|7-41-571-1|7-41-590-2|7-41-575-4|8-47-1346-2|7-41-590-1|7-41-569-5|7-43-574-1|7-43-574-2|7-43-574-3|3-90-1837-1,3-90-1837-1
70,0,0,0,0,0,10-65-587-1|10-57-565-6|10-57-565-10|10-57-565-3|10-57-565-7|10-65-587-2|10-57-565-1|9-50-581-6|10-57-565-2|10-57-565-9|2-21-564-2|2-21-564-1|10-57-565-8|10-57-565-4|9-50-581-7,3-26-1156-1
71,0,0,0,0,0,10-57-565-1|10-57-566-2|3-25-567-2|10-58-559-1|6-38-589-2|10-57-565-2|10-57-565-5|3-25-567-3|10-57-565-4|3-24-724-2|6-38-588-3|6-38-588-6|9-50-579-2|3-24-803-2|10-64-568-3,3-24-723-1
72,0,1,1,1,1,3-25-1861-1|3-25-1861-2|10-58-559-5|7-43-573-3|6-38-588-6|2-21-556-5|3-25-809-3|10-58-559-4|3-25-567-3|10-58-559-2|10-58-559-3|6-38-588-3|6-38-588-7|10-58-559-6|6-38-588-10,3-25-1861-2
73,1,1,1,1,1,3-26-866-1|9-50-581-1|9-50-581-6|9-50-581-2|9-50-581-7|9-50-581-8|9-50-581-4|9-50-581-3|9-50-581-5|9-50-581-9|9-50-579-1|9-50-579-4|9-50-580-3|6-38-588-8|10-57-565-1,3-26-866-1
74,0,0,0,0,0,6-38-588-6|9-50-581-6|9-52-585-3|6-38-588-10|9-52-585-2|9-52-585-1|3-25-567-1|10-58-559-3|10-57-566-1|10-64-568-3|9-50-580-1|9-51-582-4|6-38-588-9|8-45-563-3|10-58-560-1,3-24-799-6
75,0,0,0,0,0,10-65-587-2|10-65-587-3|10-58-559-1|10-58-559-4|10-58-559-3|10-58-559-5|10-65-587-1|10-58-559-6|10-58-559-2|2-21-556-5|2-21-556-3|2-21-564-5|10-64-568-5|10-64-568-4|10-64-568-2,3-82-1862-1
76,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-1859-1|10-58-559-5|3-25-2368-1|10-58-559-6|10-57-565-1|3-25-2368-2|3-25-1860-2|10-58-559-4|10-57-565-4|7-41-571-1|3-25-807-3|10-58-559-3,3-25-807-2
77,0,1,1,1,1,3-25-567-1|6-38-588-6|3-24-803-2|9-50-581-6|3-24-1852-3|9-50-579-2|10-57-566-2|3-25-567-3|9-50-579-3|9-50-580-1|3-24-800-3|3-24-803-1|10-64-568-3|9-52-585-3|9-51-582-2,3-24-803-2
78,0,0,0,1,1,3-25-1860-1|3-25-812-1|3-25-1860-2|10-58-559-5|10-58-559-6|7-43-573-3|3-25-811-1|3-25-807-2|3-25-1860-3|2-21-556-5|3-25-567-3|2-21-556-6|3-25-807-1|10-58-559-4|3-25-2368-1,3-25-811-1
79,1,1,1,1,1,3-24-2367-1|3-25-567-3|3-25-2368-2|3-25-2368-3|3-25-2368-1|3-25-567-2|3-25-567-4|3-25-567-1|6-38-589-7|3-25-2368-4|3-24-724-2|6-38-588-14|6-38-588-1|3-25-2368-5|6-38-588-6,3-24-2367-1
80,0,0,0,0,0,10-57-565-1|10-57-565-2|10-57-565-5|10-64-568-3|10-57-565-6|10-57-565-4|10-57-566-2|8-45-563-1|2-21-564-1|10-58-559-1|10-57-565-9|10-57-566-5|8-45-563-5|8-45-563-4|10-64-568-5,3-26-1156-7
81,0,1,1,1,1,3-25-1860-1|3-25-1860-3|3-25-1860-4|3-25-1860-2|3-25-812-1|10-57-566-2|3-25-567-3|7-43-573-3|3-25-2368-1|2-21-556-6|3-25-807-1|3-25-807-2|3-25-811-1|3-25-567-2|10-58-559-5,3-25-1860-3
82,0,0,0,0,1,7-41-575-2|6-38-589-4|6-38-589-1|7-41-575-1|7-41-569-7|6-38-589-5|7-41-575-4|7-41-575-3|6-38-588-1|6-38-589-3|3-24-981-1|6-38-589-6|3-24-801-1|6-38-588-6|9-50-581-5,3-24-981-1
83,0,0,1,1,1,10-57-566-2|6-38-588-12|6-38-588-10|6-38-588-6|3-24-1038-1|6-38-588-13|6-38-588-3|6-38-589-2|3-25-567-3|6-38-589-1|6-38-588-4|6-38-588-11|6-38-588-8|6-38-589-6|7-43-573-3,3-24-1038-1
84,1,1,1,1,1,3-25-567-1|3-25-567-3|9-51-582-2|9-50-581-6|9-50-580-1|9-51-582-3|9-52-585-2|10-58-559-2|9-51-582-4|3-25-567-2|9-50-579-3|9-50-579-2|9-52-585-3|7-43-573-1|2-21-561-2,3-25-567-1
85,0,1,1,1,1,10-57-566-2|3-26-775-1|3-25-567-4|3-24-801-1|3-25-2368-2|9-52-585-5|6-38-588-10|3-25-567-2|6-38-589-2|6-38-588-4|3-25-567-3|6-37-375-9|6-38-589-6|6-38-588-8|6-38-589-3,3-26-775-1
86,0,0,0,0,0,9-50-579-4|10-57-565-10|9-50-580-3|9-50-580-1|3-25-567-4|3-25-567-2|9-52-585-5|10-58-560-1|10-57-565-1|10-58-560-2|10-58-560-5|9-50-580-2|3-25-567-1|3-25-567-3|10-58-560-6,3-26-867-1
87,0,0,0,1,1,6-38-589-6|6-38-589-1|3-24-1856-1|6-38-589-7|6-38-589-5|6-38-589-3|6-38-588-1|3-24-802-1|6-38-589-2|7-41-569-7|6-38-589-4|3-25-567-3|10-57-566-2|2-21-556-6|7-43-573-3,3-24-802-1
88,0,0,0,1,1,10-57-565-4|10-57-565-1|3-25-567-2|3-24-799-2|10-57-566-2|10-57-565-2|10-57-565-5|6-38-589-2|3-24-1836-3|3-25-567-3|3-24-800-3|10-57-565-6|10-58-559-1|3-24-1836-2|7-41-590-1,3-24-1836-3
89,0,0,1,1,1,3-26-765-2|12-71-765-2|10-58-559-1|12-71-765-1|3-26-765-1|7-43-574-1|6-38-588-3|7-43-573-2|3-25-567-2|8-48-695-1|2-21-556-1|7-43-573-1|7-43-573-3|2-21-557-1|7-39-570-1,3-26-765-1
90,1,1,1,1,1,3-25-809-1|3-25-2368-2|10-61-1790-2|7-43-574-3|6-35-1790-2|3-25-567-3|1-16-820-1|6-38-588-6|2-21-556-4|6-38-588-13|10-58-559-4|6-38-588-1|7-43-573-3|2-21-556-5|7-43-574-2,3-25-809-1
91,0,0,0,0,0,10-57-565-1|10-58-559-5|10-57-565-4|7-43-573-3|10-57-566-2|3-25-567-3|10-57-565-6|2-21-556-5|6-38-589-6|7-41-571-1|6-38-588-6|2-21-561-2|10-57-565-13|3-25-567-2|10-57-566-5,3-24-799-3
92,1,1,1,1,1,3-24-800-3|10-57-565-1|3-25-567-2|3-24-799-2|10-57-565-4|10-57-566-2|3-24-1836-1|10-57-565-5|3-24-800-1|10-57-565-6|10-58-559-1|3-25-567-3|10-57-565-2|3-24-800-2|3-24-1836-2,3-24-800-3
93,0,1,1,1,1,9-51-582-5|9-51-582-4|9-51-582-2|9-51-582-1|9-51-582-3|9-51-582-6|7-41-569-5|9-51-583-4|7-39-570-3|9-52-585-4|9-50-579-3|9-50-580-3|9-52-585-1|9-50-581-8|9-50-580-1,9-51-582-4
94,0,0,0,0,0,9-51-582-5|9-51-582-4|9-51-582-6|9-51-582-2|9-51-582-1|9-51-582-3|9-50-580-1|9-52-585-1|9-50-580-3|9-52-585-5|9-52-585-4|9-52-585-2|9-50-580-2|9-52-585-3|9-50-579-2,9-51-583-4
95,0,0,1,1,1,9-50-579-3|9-50-579-2|9-50-581-6|9-50-359-1|9-50-579-4|9-50-581-7|9-50-581-1|9-50-580-2|9-50-581-4|9-50-580-1|9-50-579-1|9-50-581-3|7-41-575-1|7-41-571-1|9-50-581-2,9-50-359-1
96,1,1,1,1,1,9-50-581-3|9-50-581-5|9-50-581-4|9-50-581-1|9-50-579-1|9-50-581-6|9-51-582-6|9-50-581-7|9-50-581-2|10-65-587-1|9-50-579-2|9-50-581-8|7-41-571-1|10-64-568-5|10-57-565-2,9-50-581-3
97,0,0,0,1,1,9-51-582-6|9-51-582-1|9-51-582-2|9-51-582-4|7-41-575-1|9-51-353-3|9-51-582-5|2-21-556-6|9-50-581-3|7-41-575-4|7-41-575-2|6-38-589-3|6-38-589-5|9-51-352-1|6-38-589-6,9-51-353-3
