question_id,r@1,r@3,r@5,r@10,r@15,contexts,ground_truth
11,1,1,1,1,1,8-48-829-2|8-48-829-1|8-48-1563-2|8-48-1563-1|8-47-1344-1|8-48-1505-1|2-21-556-2|1-16-1105-2|8-48-1504-1|6-38-588-2|6-35-845-5|1-16-1606-2|1-16-773-1|7-41-571-2|6-38-588-6,8-48-829-2
12,0,1,1,1,1,10-88-927-2|8-44-927-2|8-44-927-4|10-88-929-2|8-44-929-1|8-44-927-3|10-88-927-4|10-88-927-3|10-88-929-1|8-44-929-3|5-28-859-1|8-44-927-1|10-57-859-1|5-28-933-2|10-88-927-1,8-44-927-2
13,0,0,1,1,1,1-16-773-1|6-37-17-2|1-16-1600-6|8-48-1562-2|1-16-620-1|9-50-579-4|1-16-1105-2|8-48-1514-1|10-94-2102-1|1-16-1606-2|1-87-1481-1|9-50-580-3|10-94-2102-2|1-16-782-2|2-21-556-6,8-48-1562-2
14,0,1,1,1,1,8-47-1263-1|8-47-1263-2|8-47-1263-3|8-47-1264-3|8-47-1262-1|8-47-1638-1|8-47-1264-4|8-47-1264-1|8-47-1262-2|8-47-1264-2|8-47-1262-3|8-47-1265-3|8-47-1265-2|8-47-1265-1|8-47-1266-1,8-47-1263-3
15,0,0,0,0,0,10-94-2094-2|10-94-2232-2|10-94-2232-3|10-94-2092-3|10-94-2098-2|10-94-2089-1|10-94-2093-1|10-94-2091-2|10-57-1287-2|10-94-2102-2|10-94-2097-2|8-47-1780-2|8-45-563-1|10-94-2091-1|10-57-1278-4,8-47-1768-2
16,0,0,0,0,0,10-94-2093-1|10-94-2092-3|10-57-1278-4|10-94-2089-1|10-94-2232-2|8-47-1307-3|10-94-2232-3|10-94-2098-2|10-57-1287-2|6-36-1609-2|10-94-2097-2|10-94-2091-2|8-44-1327-3|10-55-1269-8|8-47-1284-3,8-47-1768-1
17,0,0,0,0,0,8-47-1346-2|10-57-565-14|7-41-575-2|10-58-559-7|8-47-1178-1|8-47-1782-4|8-47-816-2|8-46-827-3|3-25-567-4|10-94-2089-1|7-41-575-3|8-45-563-3|7-43-574-3|7-43-574-2|8-45-563-4,8-47-693-2
18,0,0,1,1,1,8-44-1269-5|8-44-1327-3|8-47-1782-4|11-67-1269-6|8-44-1270-3|8-44-1269-6|8-47-1207-2|8-47-817-2|10-62-1269-6|8-47-693-2|8-47-1346-2|8-47-1348-2|8-47-1348-4|10-89-1269-6|8-48-691-4,8-44-1270-3
19,0,0,1,1,1,8-47-1320-3|8-44-1327-2|8-47-1307-1|8-47-1324-2|8-47-1321-1|8-44-688-2|9-52-585-5|9-50-579-4|5-31-1326-1|8-47-1307-3|8-45-563-4|8-45-563-6|8-44-1327-3|8-47-1322-1|8-48-1330-1,8-47-1321-1
20,1,1,1,1,1,8-48-697-2|11-67-1115-2|2-22-1374-2|7-43-701-2|12-71-764-3|10-94-2232-3|11-67-1117-2|11-67-1120-2|5-32-706-2|11-67-1269-6|12-71-767-2|10-94-2232-2|12-95-1118-2|11-67-1269-7|5-31-2063-1,8-48-697-2
21,0,0,0,0,0,8-45-563-4|8-45-563-6|8-45-563-3|10-58-559-5|8-45-563-2|2-21-564-7|8-45-563-1|8-46-827-3|10-58-559-6|2-21-556-6|10-57-565-8|8-48-696-1|2-21-561-4|2-21-564-4|10-58-559-4,8-47-817-1
22,0,0,0,1,1,8-47-1254-1|8-47-1252-1|8-47-1258-1|8-47-1222-1|7-43-574-3|8-47-1259-1|7-39-570-1|2-21-556-6|8-47-1638-1|7-41-590-2|8-47-1264-1|8-47-1265-3|8-46-827-3|7-41-575-1|8-48-695-1,8-47-1259-1
23,1,1,1,1,1,8-47-1776-1|8-47-1770-1|8-47-1777-1|8-47-816-2|8-47-1780-1|10-57-1287-1|8-47-1769-1|8-47-1776-2|8-47-1768-3|8-47-1771-1|8-47-1772-1|8-47-1773-1|10-57-1279-2|8-45-563-3|10-57-414-1,8-47-1776-1
24,1,1,1,1,1,8-46-827-1|8-46-827-3|8-45-563-5|10-58-560-5|8-45-563-1|10-58-559-5|10-58-559-6|8-45-563-2|8-48-828-1|10-58-559-3|8-45-563-3|8-46-826-1|10-58-559-4|10-58-559-1|10-58-560-2,8-46-827-1
25,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1258-1|8-47-1222-1|7-43-574-3|3-25-2368-3|3-25-2368-2|7-39-570-1|7-41-590-2|7-41-575-2|2-21-556-6|7-41-569-7|8-47-1348-2|12-92-875-1,8-47-1252-1
26,1,1,1,1,1,8-47-1264-1|8-47-1262-1|8-47-1638-1|8-47-1265-1|8-47-1263-1|8-47-1264-3|8-47-1264-4|8-47-1264-2|8-47-1265-3|8-47-1266-1|8-47-1263-3|8-47-1262-3|8-47-1265-2|8-47-1262-2|8-47-1263-2,8-47-1264-1
27,1,1,1,1,1,8-47-699-1|8-47-699-2|7-43-574-2|8-47-1341-1|5-29-698-1|7-43-573-2|2-22-712-2|7-41-569-1|2-21-556-6|7-43-701-2|8-45-563-4|7-43-574-3|8-48-687-2|8-48-1308-1|2-21-556-2,8-47-699-1
28,1,1,1,1,1,8-48-829-1|8-48-829-2|2-21-556-2|6-38-588-6|8-48-1505-1|8-48-1563-2|8-48-1563-1|7-41-572-3|6-38-588-5|8-47-1346-2|7-41-571-2|8-47-1344-1|6-37-17-2|1-16-1109-1|7-41-571-1,8-48-829-1
29,1,1,1,1,1,8-45-563-6|8-45-563-4|8-45-563-5|8-45-563-1|8-45-563-2|8-45-563-3|2-21-564-7|2-21-564-2|2-21-564-1|2-21-564-6|10-64-568-2|2-21-564-3|10-65-413-4|2-21-564-5|10-64-568-5,8-45-563-6
30,0,0,1,1,1,8-47-1264-4|8-47-1264-3|8-47-1264-1|8-47-1264-2|8-47-1265-3|8-47-1638-1|8-47-1263-3|8-47-1265-2|8-47-1262-3|8-47-1263-2|8-47-1262-2|8-47-1262-1|8-47-1265-1|8-47-1259-1|8-48-1280-2,8-47-1264-2
31,0,0,1,1,1,8-45-563-4|8-45-563-1|8-45-563-2|8-47-1284-1|8-45-563-6|8-45-563-3|10-57-1285-2|10-57-428-2|10-57-565-8|8-48-687-1|10-57-409-1|10-57-565-10|8-47-817-1|2-21-564-2|10-57-565-3,8-47-1284-1
32,1,1,1,1,1,8-47-1206-1|6-36-1273-1|10-58-559-5|7-41-571-1|10-57-566-5|10-58-560-5|6-35-1274-1|7-41-569-7|10-58-559-6|10-64-568-5|7-41-572-3|10-57-565-1|7-41-569-6|6-36-1274-1|1-16-1103-4,8-47-1206-1
33,1,1,1,1,1,8-48-1563-1|8-48-829-1|8-48-1505-1|8-48-1504-1|8-46-827-1|8-47-1344-1|8-48-1563-2|8-46-827-3|6-86-690-2|8-48-1459-1|8-48-691-4|8-45-563-5|8-46-826-2|8-48-829-2|8-47-1348-1,8-48-1563-1
34,0,1,1,1,1,8-44-1327-2|8-44-1327-3|8-47-1307-3|8-44-688-3|8-44-1327-1|10-57-414-1|8-48-1330-1|5-30-1340-2|8-47-1348-2|1-16-1103-4|10-61-762-3|8-47-1348-3|5-28-1334-1|8-47-1348-4|7-39-1793-2,8-44-1327-3
35,0,1,1,1,1,8-47-816-2|8-47-1776-1|8-47-1770-1|8-47-1780-1|8-45-563-3|8-47-1769-1|10-57-566-1|8-47-1777-1|10-59-435-5|8-47-1768-3|8-45-563-2|8-47-1772-1|8-47-1771-1|2-21-564-3|10-57-565-7,8-47-1770-1
36,0,1,1,1,1,7-41-572-3|8-47-1344-1|7-41-572-1|1-16-620-1|7-41-572-2|1-16-1103-4|8-47-1346-2|1-16-1103-5|1-16-782-1|1-16-773-1|1-16-820-1|1-16-614-4|6-86-691-4|1-16-1103-3|1-16-1423-1,8-47-1344-1
37,0,1,1,1,1,8-47-1307-3|8-47-1307-2|8-47-1324-2|8-44-1327-2|8-44-1327-3|6-37-387-1|8-47-1307-1|8-48-1330-1|8-47-1306-1|6-37-387-2|8-47-1314-1|8-48-687-2|8-45-563-5|8-45-563-4|8-48-1308-1,8-47-1307-2
38,1,1,1,1,1,8-44-929-2|8-44-929-1|10-88-929-2|10-88-929-1|10-88-927-3|8-44-927-3|10-88-927-2|8-44-927-2|10-57-859-3|8-44-929-3|5-28-859-3|8-45-563-3|9-50-581-6|10-57-566-1|5-28-859-2,8-44-929-2
39,1,1,1,1,1,8-47-1893-1|10-58-560-5|8-45-563-1|10-58-560-2|10-58-560-3|10-58-560-4|10-58-559-1|10-58-560-1|2-21-561-1|8-45-563-5|10-57-565-1|2-21-561-2|2-21-557-1|2-21-564-7|10-58-559-5,8-47-1893-1
40,1,1,1,1,1,8-47-1320-3|8-46-827-3|8-46-826-2|8-48-1282-1|8-47-1262-1|8-47-1222-1|8-46-826-1|8-47-1322-1|8-47-1341-1|8-44-1327-2|8-47-1252-1|8-47-1321-1|8-47-1324-2|8-47-1258-1|5-31-1326-1,8-47-1320-3
41,0,1,1,1,1,11-67-1269-7|8-44-1269-6|11-67-1269-6|10-55-1269-8|10-59-1269-7|8-44-1270-3|10-89-1269-7|10-59-1270-3|10-55-1269-7|1-16-1103-4|5-31-2063-1|7-43-1270-3|8-44-1269-5|10-61-762-3|10-62-1269-7,8-44-1269-6
42,0,0,0,0,0,10-94-2089-1|7-43-701-2|10-58-559-7|1-87-1481-3|8-47-817-2|8-47-1349-1|4-97-1481-4|10-57-565-14|6-37-387-1|7-41-575-1|11-67-1269-6|2-21-556-1|5-32-706-2|9-52-585-5|4-91-674-4,8-47-1262-3
43,1,1,1,1,1,8-47-1775-1|8-47-1776-2|8-47-1777-1|8-47-1768-4|8-47-816-2|8-45-563-3|8-45-563-2|8-47-1768-1|8-47-1776-1|8-47-1780-2|10-57-1278-4|8-47-1774-2|10-57-1287-2|8-47-1207-2|8-47-1769-2,8-47-1775-1
44,0,0,0,1,1,8-47-1346-2|8-46-827-3|8-48-1514-1|10-58-559-7|8-48-1350-1|8-47-692-2|6-86-691-4|8-47-1349-2|8-48-691-3|8-47-1346-1|8-48-1330-1|10-58-560-2|8-48-697-2|2-22-712-2|1-16-1103-4,8-47-692-2
45,0,0,1,1,1,6-86-691-3|8-48-691-3|8-48-691-2|8-48-691-1|6-86-691-1|8-48-691-4|2-21-556-3|2-21-556-5|6-86-691-4|6-86-691-2|10-58-559-4|1-20-2118-1|10-64-568-1|6-86-690-2|2-21-556-2,8-48-691-1
46,1,1,1,1,1,8-47-1781-2|8-45-563-3|10-58-559-2|8-47-816-2|8-45-563-2|10-58-559-4|10-58-559-3|8-45-563-4|8-47-1780-1|10-57-565-8|9-50-581-6|2-21-556-2|10-58-560-1|8-45-563-1|8-47-816-1,8-47-1781-2
47,1,1,1,1,1,8-48-828-4|10-57-565-1|2-21-564-7|10-58-559-4|10-57-565-4|8-48-828-3|2-21-564-6|2-22-700-6|10-58-559-5|2-21-561-2|2-21-556-5|10-57-565-12|7-43-573-3|2-21-564-5|2-21-564-2,8-48-828-4
48,0,1,1,1,1,9-50-581-9|8-44-688-2|9-52-585-5|8-44-1327-2|6-38-588-14|9-50-579-4|11-67-1645-2|9-50-580-3|10-57-566-2|10-65-408-7|10-55-818-3|10-65-413-4|8-48-687-1|4-97-1481-4|1-87-1481-3,8-44-688-2
49,1,1,1,1,1,8-45-1113-3|8-45-1113-2|8-45-1113-1|10-57-565-10|10-57-565-1|10-57-565-6|10-57-565-4|10-57-1290-3|2-21-564-2|8-45-1112-2|8-45-563-1|10-57-1285-3|2-21-564-1|10-57-565-3|10-57-565-5,8-45-1113-3
50,1,1,1,1,1,8-48-828-1|8-48-828-2|8-48-828-3|10-55-1269-4|10-89-1269-4|10-62-1269-4|10-59-1269-4|7-41-572-3|8-44-1269-5|11-67-1269-3|8-48-828-5|8-44-1269-3|8-44-1269-1|11-67-1269-1|10-59-1269-6,8-48-828-1
51,0,1,1,1,1,8-46-826-2|8-46-827-3|8-46-826-1|8-46-827-1|8-45-563-1|10-58-560-2|8-48-828-1|8-48-828-2|8-45-563-2|8-46-1599-2|10-58-559-5|8-44-1269-5|10-58-559-6|7-41-571-1|10-58-559-1,8-46-826-1
52,0,0,0,0,0,10-58-559-1|10-58-559-4|2-21-556-1|10-58-559-5|8-45-563-1|2-21-557-1|2-21-561-2|2-21-561-1|10-58-559-2|8-45-563-2|2-21-556-2|8-45-563-3|10-58-560-2|10-58-560-5|8-45-563-4,8-47-1204-1
53,0,0,0,1,1,8-47-1301-1|7-43-574-3|2-21-556-6|2-21-556-5|8-48-1282-1|8-48-1280-1|7-43-573-3|8-48-1280-2|10-58-559-7|7-41-572-3|7-41-569-7|2-21-556-4|10-58-560-5|8-47-1301-2|2-21-557-3,8-48-1280-1
54,1,1,1,1,1,8-47-1281-2|8-47-1222-1|8-47-1348-3|8-44-1327-2|9-50-580-3|9-52-585-5|9-50-579-4|8-47-1258-1|8-47-1348-2|9-50-581-9|8-47-817-2|8-47-1348-4|8-47-1265-1|2-21-556-6|8-47-1348-1,8-47-1281-2
55,0,1,1,1,1,8-47-1252-1|8-47-1254-1|8-47-1258-1|8-47-1259-1|8-47-1222-1|8-47-1263-3|8-47-1264-4|8-47-1265-3|8-47-1262-3|8-47-1264-3|8-47-1638-1|8-47-1263-2|3-25-2368-3|8-47-1264-2|10-94-2089-1,8-47-1254-1
56,0,0,0,0,1,8-45-563-5|8-45-563-2|8-45-563-4|8-45-563-1|8-45-563-3|10-58-559-4|8-45-563-6|8-47-1768-4|10-57-565-6|10-58-559-7|8-47-1774-2|8-47-1781-3|10-58-559-5|10-57-566-5|2-21-564-7,8-47-1781-3
57,1,1,1,1,1,8-45-563-5|8-45-563-6|8-45-563-4|8-45-563-2|8-45-563-3|8-45-563-1|12-70-1159-3|2-21-564-7|12-70-1159-2|2-21-564-6|12-70-1429-2|12-70-1159-1|2-21-557-3|10-65-587-3|2-21-564-3,8-45-563-5
58,0,0,1,1,1,10-57-565-1|8-47-1769-1|10-57-565-5|8-47-1771-1|8-45-563-1|8-47-1770-2|10-57-565-4|8-45-1112-2|8-47-1769-2|10-57-428-1|10-57-565-2|8-47-1776-1|10-57-414-1|8-45-563-3|10-57-565-6,8-47-1771-1
59,0,0,0,1,1,7-43-574-3|7-41-571-1|7-41-575-4|7-41-572-3|7-41-571-2|8-48-1562-1|2-21-556-1|8-47-1263-1|7-41-569-7|10-57-565-6|7-41-572-2|7-43-574-2|2-21-556-6|10-57-565-10|10-64-568-1,8-48-1562-1
60,0,1,1,1,1,3-25-809-2|3-25-809-3|3-25-806-1|8-44-1269-5|3-25-806-2|3-25-2368-3|10-59-1269-7|8-46-826-1|3-25-807-2|10-62-1269-6|10-89-1269-6|3-25-2368-1|3-25-808-1|10-57-1270-3|3-25-811-1,3-25-809-3
61,1,1,1,1,1,3-90-1790-2|6-35-1790-2|10-61-1790-2|10-61-1790-1|6-35-1790-1|3-90-1790-1|7-43-573-3|10-61-1790-3|6-35-1790-3|7-43-574-3|7-43-574-1|10-61-1790-4|3-90-1790-3|3-25-807-1|3-90-1790-4,3-90-1790-2
62,1,1,1,1,1,3-24-725-2|6-38-588-10|6-38-588-13|3-24-724-2|3-25-567-3|3-24-724-1|6-38-588-6|6-38-588-12|3-24-725-1|6-38-588-3|7-41-569-3|3-25-567-1|6-38-589-4|9-51-582-6|6-38-588-7,3-24-725-2
63,1,1,1,1,1,3-25-567-3|3-25-567-4|3-25-567-2|3-25-567-1|10-57-565-6|2-21-561-1|2-21-561-2|7-41-590-1|2-21-561-3|10-57-565-1|7-41-590-2|7-43-574-1|6-38-588-2|2-21-561-4|7-43-574-3,3-25-567-3
64,1,1,1,1,1,3-90-805-3|9-52-585-5|3-90-805-2|6-38-852-1|6-38-588-9|9-52-585-4|9-52-585-1|9-52-585-2|6-38-588-8|6-38-589-2|6-38-589-7|6-38-589-6|3-24-1852-1|6-38-852-2|7-41-488-4,3-90-805-3
65,1,1,1,1,1,3-24-1856-1|3-24-1836-1|3-24-1848-1|3-24-724-1|3-24-1852-2|3-24-800-1|3-24-723-1|3-24-799-1|3-24-726-1|3-24-802-2|3-24-800-3|3-24-1836-2|3-24-801-1|3-24-802-1|3-24-800-2,3-24-1856-1
66,1,1,1,1,1,3-25-567-4|3-25-567-3|3-25-567-2|3-25-567-1|2-21-561-1|10-58-559-1|2-21-561-2|9-50-579-4|5-28-419-5|9-52-585-5|2-21-561-5|7-41-569-7|10-58-560-2|6-38-588-14|7-39-570-1,3-25-567-4
67,0,1,1,1,1,3-25-1860-1|3-25-812-1|3-25-1860-2|3-25-807-2|3-25-807-1|3-25-811-1|10-58-559-5|3-25-1860-3|3-25-1859-1|10-58-559-6|3-25-807-3|2-21-561-2|8-44-1269-1|2-21-561-3|10-58-559-3,3-25-812-1
68,1,1,1,1,1,3-24-1852-1|3-24-1852-3|3-24-1852-2|6-38-588-6|7-43-573-3|3-25-567-1|6-38-588-5|2-21-561-2|7-43-574-3|6-38-588-1|2-21-556-2|3-25-567-3|7-41-569-3|7-43-573-1|2-21-561-4,3-24-1852-1
69,0,1,1,1,1,10-59-1269-7|11-67-1269-7|3-90-1837-1|11-67-1269-6|7-43-701-2|10-55-1269-7|8-44-1269-5|10-89-1269-7|10-59-1269-8|8-44-1269-6|10-55-1269-8|10-89-1269-6|1-16-1103-4|10-62-1269-7|10-61-762-3,3-90-1837-1
70,0,0,0,0,0,10-65-587-1|2-21-564-1|10-65-587-2|9-50-581-7|9-50-581-6|10-65-587-3|2-21-564-5|9-50-581-4|2-21-564-2|8-45-563-2|10-57-565-10|2-21-564-7|9-50-580-1|2-21-556-1|9-50-581-3,3-26-1156-1
71,0,0,0,1,1,3-24-800-1|3-24-803-2|3-24-1836-1|3-24-1852-2|3-24-1856-1|3-24-800-3|3-24-725-1|3-24-799-1|3-24-1848-1|3-24-723-1|3-24-724-1|3-24-726-1|3-24-803-3|3-24-801-1|3-25-567-2,3-24-723-1
72,1,1,1,1,1,3-25-1861-2|3-25-809-3|3-25-1861-1|6-38-588-6|3-25-1860-3|3-25-2368-1|3-25-807-2|3-25-807-1|7-43-573-3|3-25-808-1|6-38-588-7|6-37-375-8|6-37-375-9|3-25-1860-1|3-25-1860-4,3-25-1861-2
73,1,1,1,1,1,3-26-866-1|9-50-581-1|9-50-581-6|9-50-581-2|9-50-581-7|9-50-581-8|9-50-581-4|9-50-581-3|9-50-581-9|9-50-581-5|9-50-579-4|10-65-404-1|10-65-404-2|9-50-580-3|2-21-558-1,3-26-866-1
74,0,0,0,0,0,6-38-588-6|6-38-588-9|6-38-588-10|6-38-588-7|6-38-588-13|6-38-588-5|6-38-588-8|6-38-588-14|9-52-585-3|6-38-588-3|10-58-559-3|6-38-588-12|6-38-589-4|7-43-574-1|3-25-567-1,3-24-799-6
75,0,0,1,1,1,10-65-587-3|10-65-587-2|10-65-587-1|10-58-559-5|3-82-1862-1|10-58-559-6|10-58-559-3|3-25-1860-2|2-21-564-5|10-58-559-4|10-58-559-7|2-21-564-7|10-58-559-1|10-64-568-3|7-43-573-3,3-82-1862-1
76,1,1,1,1,1,3-25-807-2|3-25-812-1|3-25-1860-1|3-25-1859-1|7-41-571-1|3-25-1860-2|10-58-559-5|3-25-2368-1|7-41-572-3|10-58-560-5|7-41-569-6|10-57-565-1|8-47-693-2|3-25-807-3|6-36-1273-1,3-25-807-2
77,0,1,1,1,1,6-38-588-6|3-24-803-2|3-25-567-1|9-50-581-6|3-24-1852-3|6-38-588-10|9-50-579-2|3-24-800-3|9-50-580-1|3-24-1852-2|6-38-588-5|3-24-800-1|9-52-585-3|3-24-725-1|6-38-588-3,3-24-803-2
78,0,1,1,1,1,3-25-1860-1|3-25-811-1|3-25-812-1|3-25-1860-2|3-25-807-2|3-25-807-1|3-25-2368-1|3-25-1860-3|10-58-559-5|10-58-559-6|3-25-809-3|7-43-573-3|12-92-882-1|10-57-565-1|3-25-809-2,3-25-811-1
79,1,1,1,1,1,3-24-2367-1|3-25-2368-2|3-25-2368-1|3-25-2368-3|3-25-567-3|3-25-2368-4|3-25-567-2|3-25-2368-5|3-25-567-4|6-38-589-7|3-25-567-1|3-24-799-3|9-50-581-5|3-24-724-2|3-24-799-5,3-24-2367-1
80,0,0,0,0,1,10-57-565-1|10-57-565-2|10-57-565-5|10-64-568-3|10-57-565-6|10-57-565-4|2-21-564-1|8-45-563-1|10-57-565-12|10-58-559-1|8-45-563-5|8-45-563-4|10-57-565-9|3-26-1156-7|10-58-559-5,3-26-1156-7
81,1,1,1,1,1,3-25-1860-3|3-25-1860-4|3-25-1860-1|3-25-812-1|3-25-1860-2|3-25-809-3|3-25-807-1|3-25-807-2|3-25-807-3|3-25-2368-1|10-57-566-2|3-25-811-1|3-25-1859-1|3-25-567-2|7-43-573-3,3-25-1860-3
82,0,0,0,1,1,7-41-575-2|7-41-569-7|7-41-575-4|7-41-575-3|3-24-801-1|7-41-575-1|6-38-589-1|6-38-589-4|3-24-981-1|9-50-579-4|3-24-801-3|7-40-1568-2|6-38-589-5|3-24-726-1|3-24-1848-1,3-24-981-1
83,1,1,1,1,1,3-24-1038-1|3-24-1038-3|3-24-1038-2|3-24-801-1|3-24-801-2|6-38-589-1|3-24-800-3|6-38-589-7|6-37-375-9|6-38-589-6|6-38-589-4|3-24-724-1|6-38-588-10|3-24-1848-1|6-38-588-6,3-24-1038-1
84,1,1,1,1,1,3-25-567-1|3-25-567-3|9-50-581-6|9-50-579-2|10-58-559-2|9-50-579-3|9-50-580-1|9-50-581-7|9-51-582-2|7-43-573-1|3-25-567-2|10-58-560-1|2-21-556-2|2-21-556-1|9-52-585-2,3-25-567-1
85,0,1,1,1,1,3-24-801-1|3-26-775-1|6-37-375-10|9-52-585-5|6-37-375-4|3-25-2368-2|3-25-567-4|3-24-802-2|6-38-588-10|7-41-575-2|6-37-375-9|3-24-1836-1|3-24-724-1|3-24-725-1|3-24-1848-1,3-26-775-1
86,0,0,0,0,0,10-57-565-6|3-25-567-3|10-57-565-1|3-25-567-4|9-50-579-4|10-57-565-4|3-25-567-2|10-57-565-10|10-58-559-1|10-57-565-9|10-58-560-5|9-50-579-2|9-50-580-3|9-50-580-1|10-58-560-1,3-26-867-1
87,1,1,1,1,1,3-24-802-1|3-24-802-2|6-38-588-6|3-24-801-1|7-43-573-3|2-21-556-6|3-25-567-3|3-24-1852-2|6-38-588-1|7-41-569-7|2-21-556-2|7-43-574-3|3-25-567-4|2-21-557-3|3-24-799-1,3-24-802-1
88,0,1,1,1,1,3-24-800-3|3-24-799-2|3-24-1836-3|3-24-799-3|3-24-800-1|3-24-799-1|10-57-565-1|10-57-565-4|3-25-567-2|10-57-566-2|3-24-1836-1|3-24-800-2|3-24-803-2|3-24-1852-2|3-24-1038-3,3-24-1836-3
89,0,1,1,1,1,3-26-765-2|12-71-765-2|3-26-765-1|12-71-765-1|12-71-764-4|8-48-695-1|10-58-559-1|7-43-574-1|6-37-375-4|10-65-478-2|12-71-771-2|12-71-764-2|12-71-767-3|3-25-567-2|12-71-770-2,3-26-765-1
90,1,1,1,1,1,3-25-809-1|3-25-2368-2|10-61-1790-2|1-16-820-1|6-35-1790-2|3-25-809-2|7-43-574-3|3-25-807-2|10-61-762-1|3-25-808-1|3-25-806-1|6-38-588-13|7-43-574-2|3-25-761-3|8-44-1269-5,3-25-809-1
91,1,1,1,1,1,3-24-799-3|7-41-569-7|3-24-724-1|3-24-1852-2|3-24-726-1|3-24-801-1|3-24-799-1|3-24-800-1|3-24-725-1|3-24-723-1|6-38-589-4|7-41-571-1|3-24-800-3|3-24-1848-1|3-24-802-1,3-24-799-3
92,1,1,1,1,1,3-24-800-3|3-24-800-1|3-24-799-2|3-24-1836-1|3-24-1836-3|3-24-800-2|3-24-1836-2|3-24-1852-2|3-24-799-3|3-24-799-1|3-24-1856-1|3-24-724-2|3-25-812-1|3-24-1038-1|3-24-723-1,3-24-800-3
93,0,1,1,1,1,9-51-582-5|9-51-582-4|9-51-582-2|9-51-583-4|9-51-582-1|9-51-582-3|9-51-582-6|7-41-569-5|9-51-583-3|9-51-1621-2|9-51-583-1|9-50-579-3|9-50-580-3|9-51-583-5|9-50-581-8,9-51-582-4
94,0,0,0,0,0,9-51-582-4|9-51-582-2|9-51-582-5|9-51-582-1|9-51-582-6|9-51-582-3|9-50-580-1|9-50-579-2|9-50-579-3|9-50-581-6|9-50-580-3|9-50-581-4|9-50-579-4|9-52-585-2|9-51-583-1,9-51-583-4
95,1,1,1,1,1,9-50-359-1|9-50-579-3|9-50-579-2|9-50-581-6|9-50-359-2|9-50-581-4|9-50-579-4|9-50-581-7|9-50-581-1|9-50-581-3|9-50-580-2|9-50-580-1|9-50-581-5|9-50-579-1|9-50-581-2,9-50-359-1
