question_id,r@1,r@3,r@5,r@10,r@15,contexts,ground_truth
15,0,0,0,0,0,7-41-590-1|7-41-590-2|5-31-591-1|1-87-1085-1|5-31-591-3|9-50-580-3|2-21-557-2|5-31-591-2|7-41-569-7|9-50-580-2|2-21-558-1|7-41-569-2|2-21-557-1|1-87-1481-3|10-58-560-1,8-47-1768-2
16,0,0,0,0,0,7-41-590-1|1-87-1085-1|2-21-557-2|10-58-560-1|10-58-560-2|2-21-564-3|2-21-558-1|2-21-557-1|5-31-591-1|10-58-560-6|2-21-564-7|2-21-564-1|10-58-560-4|8-45-563-1|2-21-564-4,8-47-1768-1
17,0,0,0,0,0,10-58-560-2|10-58-560-1|7-41-590-1|2-21-564-3|10-58-559-5|10-58-560-4|10-58-560-3|2-21-558-1|10-58-559-3|10-58-560-6|2-21-557-2|2-21-564-4|1-87-1085-1|10-58-559-2|2-21-564-5,8-47-693-2
18,0,0,0,0,0,7-41-590-1|5-31-591-1|2-21-564-3|10-58-560-1|10-58-560-2|2-21-564-1|2-21-564-4|2-21-557-2|10-58-560-6|7-41-590-2|7-41-569-3|2-21-564-7|2-21-558-1|2-21-564-6|1-87-1085-1,8-44-1270-3
19,0,0,0,0,0,8-47-1324-2|8-47-1320-3|8-47-1306-1|7-41-590-1|8-44-1325-1|8-47-1284-2|8-47-1307-3|8-47-1324-1|8-47-1307-1|5-31-1323-1|8-48-1308-1|5-31-1326-1|8-47-1307-2|9-50-580-2|9-50-580-3,8-47-1321-1
20,0,0,0,0,0,2-21-558-1|10-58-559-5|7-41-590-1|10-58-559-3|10-58-560-2|10-58-560-1|10-58-559-2|2-21-561-3|2-21-557-2|10-58-559-7|2-21-564-4|10-58-559-4|2-21-561-4|10-58-560-4|10-58-560-3,8-48-697-2
21,0,0,0,0,0,3-25-567-3|3-25-567-1|7-41-575-2|10-58-559-6|7-41-590-2|10-58-559-5|7-41-575-4|2-21-558-1|10-57-565-12|7-41-569-7|10-58-560-4|7-41-590-1|7-41-575-3|10-58-560-3|2-21-556-6,8-47-817-1
22,0,0,0,0,0,8-47-1254-1|7-41-590-1|2-21-557-2|2-22-700-4|5-31-591-1|8-47-1252-1|2-21-557-1|2-21-558-1|10-58-560-2|7-41-590-2|8-47-1348-3|10-58-560-1|5-31-591-2|2-21-2274-2|5-31-591-3,8-47-1259-1
23,0,0,0,0,0,7-41-575-2|7-41-569-7|3-25-567-3|7-41-590-2|3-25-567-1|7-41-575-3|7-41-575-1|7-41-590-1|7-41-569-6|7-41-575-4|7-41-569-1|9-52-585-1|7-41-569-4|7-41-569-3|10-65-587-2,8-47-1776-1
24,0,0,0,0,0,7-41-590-1|10-58-560-2|10-58-560-1|10-58-560-6|7-41-569-3|10-58-560-4|2-21-564-3|10-58-559-5|10-58-559-3|2-21-558-1|1-87-1085-1|5-31-591-1|10-58-560-3|10-58-559-2|7-41-575-2,8-46-827-1
25,0,1,1,1,1,8-47-1254-1|8-47-1252-1|8-47-1259-1|8-47-1222-1|8-47-1258-1|8-47-1348-3|7-41-590-1|8-47-1348-2|2-21-558-1|2-21-557-2|7-41-590-2|5-31-591-1|2-21-557-1|2-21-2274-2|10-58-560-2,8-47-1252-1
26,0,0,0,0,0,8-47-1263-2|8-47-1638-1|8-47-1263-3|8-47-1262-2|8-47-1262-3|8-47-1264-4|8-47-1265-2|8-47-1264-2|8-47-1264-3|10-58-560-2|7-41-590-1|8-47-1265-3|10-58-559-5|7-41-575-2|10-58-560-3,8-47-1264-1
27,0,0,0,0,0,2-21-558-1|7-41-590-1|1-87-1481-3|1-87-1085-1|1-87-1481-2|8-47-1342-1|7-41-569-3|9-52-366-1|2-22-700-4|7-41-569-1|6-86-691-2|3-25-567-3|7-41-569-7|3-25-567-1|4-91-613-1,8-47-699-1
28,0,0,0,0,0,6-38-589-5|6-38-589-4|7-41-590-1|6-38-589-6|6-38-589-3|8-47-1348-3|7-41-590-2|10-58-560-2|10-58-560-1|2-21-558-1|8-47-1348-4|2-21-557-1|2-21-557-2|2-21-564-3|10-58-560-6,8-48-829-1
29,0,0,0,0,0,7-41-590-1|2-21-558-1|10-58-560-2|10-58-559-5|10-58-560-1|10-58-559-3|7-41-575-2|2-21-557-2|2-21-564-3|7-41-569-3|10-58-560-6|10-58-560-4|7-41-571-2|5-31-591-3|10-58-559-2,8-45-563-6
30,0,0,0,0,0,7-41-590-1|8-47-1263-2|2-21-564-1|2-21-564-4|2-21-564-3|2-21-564-5|8-47-1263-3|8-47-1638-1|2-21-564-6|7-41-590-2|10-58-560-2|2-21-564-7|2-21-564-2|7-41-575-2|8-47-1262-3,8-47-1264-2
31,0,0,0,0,0,1-87-1085-1|10-58-560-2|7-41-590-1|10-58-559-5|2-21-558-1|10-58-559-3|3-25-567-1|2-21-557-2|10-58-560-1|10-58-560-6|10-58-559-7|2-21-556-2|8-47-1348-3|5-31-591-3|5-31-591-1,8-47-1284-1
32,0,0,0,0,0,7-41-590-1|2-21-558-1|10-58-560-2|10-58-559-5|10-58-560-1|1-87-1085-1|10-58-559-3|5-31-591-3|2-21-564-3|10-58-560-6|5-31-591-1|2-21-557-2|10-58-560-4|10-58-559-7|10-58-560-3,8-47-1206-1
33,0,0,0,0,0,6-38-589-4|6-38-589-6|6-38-589-5|6-38-589-3|7-41-590-1|1-87-1085-1|6-38-588-8|10-58-560-1|10-58-560-2|10-58-560-6|11-67-1345-1|8-47-1348-3|2-21-564-3|2-21-558-1|8-47-1348-4,8-48-1563-1
34,0,0,0,0,0,7-41-590-1|1-87-1085-1|5-31-591-1|2-21-557-2|10-58-560-1|7-41-590-2|10-58-560-2|1-87-1481-3|4-97-1481-4|5-31-591-3|2-21-557-1|2-21-558-1|10-58-560-6|2-21-564-3|8-47-1348-3,8-44-1327-3
35,0,0,0,0,0,5-31-591-3|10-58-560-3|10-58-559-5|7-41-590-1|7-41-575-3|10-58-560-2|10-58-559-3|7-41-575-2|1-87-1085-1|7-41-569-7|10-58-559-7|9-50-580-3|2-21-564-5|2-21-556-2|2-21-557-2,8-47-1770-1
36,0,0,0,0,0,7-41-590-1|5-31-591-1|7-41-590-2|10-58-560-1|10-58-560-2|10-58-560-6|2-21-557-2|7-43-574-1|6-38-589-4|5-31-591-2|2-21-564-3|6-38-589-6|2-21-557-1|10-58-560-4|5-31-591-3,8-47-1344-1
37,0,0,0,1,1,8-47-1324-2|8-47-1320-3|8-47-1324-1|5-31-1323-1|8-47-1306-1|7-41-590-1|8-47-1307-3|8-47-1284-2|8-47-1307-1|8-47-1307-2|8-44-1325-1|5-31-1326-1|8-47-1322-1|8-48-1308-1|9-50-580-3,8-47-1307-2
38,0,0,0,0,0,7-41-590-1|2-21-558-1|10-58-559-3|10-58-560-2|10-58-559-5|10-58-560-1|1-87-1085-1|9-50-580-3|10-58-559-2|7-41-575-2|2-21-557-2|7-41-569-3|10-58-560-6|10-58-560-4|5-31-591-1,8-44-929-2
39,0,0,0,0,0,7-41-590-1|10-58-560-1|2-21-557-2|10-58-560-2|10-58-560-6|10-58-559-3|10-58-559-2|10-58-559-5|2-21-556-2|2-21-558-1|9-52-585-3|7-41-569-3|10-58-559-7|1-87-1085-1|10-58-560-4,8-47-1893-1
40,0,0,0,0,0,2-21-558-1|7-41-590-1|10-58-560-2|10-58-560-1|10-58-560-6|10-58-559-5|10-58-559-3|3-25-567-3|7-41-569-3|10-57-565-12|10-58-560-4|2-21-564-3|2-21-557-2|10-57-565-1|2-21-556-2,8-47-1320-3
41,0,0,0,0,0,10-58-559-3|10-58-559-7|10-58-559-5|10-58-559-2|2-21-557-2|10-58-560-2|10-58-560-1|10-58-560-6|10-58-560-3|10-58-559-4|8-47-1348-3|2-21-561-3|10-58-560-4|2-21-556-3|2-21-556-2,8-44-1269-6
42,0,0,0,0,0,7-41-590-1|10-58-560-2|1-87-1085-1|10-58-559-5|10-58-560-1|2-21-558-1|10-58-559-3|10-58-560-4|7-41-569-3|10-58-560-6|5-31-591-1|10-58-559-2|1-87-1481-3|7-41-575-2|7-41-569-6,8-47-1262-3
43,0,0,0,0,0,7-41-590-1|2-21-558-1|1-87-1085-1|2-21-564-3|10-58-560-2|10-58-560-1|2-21-564-5|9-50-580-3|2-21-564-4|2-21-557-2|10-58-560-4|5-31-591-1|2-21-564-7|5-31-591-3|2-21-564-6,8-47-1775-1
44,0,0,0,0,0,7-41-590-1|2-21-564-3|5-31-591-1|7-41-590-2|2-21-564-1|1-87-1085-1|10-58-560-2|10-58-560-1|2-21-557-2|2-21-564-7|2-21-564-4|7-41-569-3|7-41-569-2|2-21-564-6|2-21-564-5,8-47-692-2
45,0,0,0,0,0,7-41-590-1|2-21-558-1|2-21-564-3|10-58-560-2|10-58-559-5|7-41-569-3|2-21-564-4|10-58-560-1|2-21-564-5|10-58-559-3|10-58-560-3|2-21-564-1|2-21-564-6|2-21-564-7|2-21-556-2,8-48-691-1
46,0,0,0,0,0,7-41-590-1|10-58-559-5|10-58-560-2|2-21-558-1|2-21-557-2|10-58-559-3|10-58-560-1|10-58-559-2|1-87-1085-1|10-58-559-7|2-21-556-2|10-58-560-4|3-25-567-1|5-31-591-1|10-58-560-6,8-47-1781-2
47,0,0,0,0,0,7-41-590-1|2-21-558-1|7-41-575-2|10-58-559-5|10-58-559-3|6-38-589-6|9-52-585-3|10-58-560-2|7-41-575-3|7-41-569-3|6-38-589-4|6-38-589-5|2-21-557-2|10-58-560-1|10-58-559-2,8-48-828-4
48,0,0,0,0,0,7-41-590-1|1-87-1085-1|2-21-564-3|2-21-564-5|2-21-564-1|10-58-560-2|2-21-564-7|2-21-564-4|2-21-564-6|5-31-591-1|10-58-560-1|2-21-564-2|2-21-558-1|5-31-591-3|2-21-557-2,8-44-688-2
49,0,0,0,0,0,7-41-590-1|5-31-591-1|2-21-564-3|2-21-558-1|7-41-590-2|10-58-560-2|2-21-564-4|10-58-560-1|2-21-564-1|2-21-564-7|2-21-564-5|2-21-557-2|5-31-591-2|5-31-591-3|9-50-580-3,8-45-1113-3
50,0,0,0,0,0,7-41-590-1|10-58-560-2|10-58-559-5|10-58-560-1|10-58-559-3|2-21-558-1|2-21-561-4|2-21-557-2|2-21-564-5|10-58-559-2|2-21-564-3|10-58-560-6|2-21-564-4|2-21-561-3|2-21-556-2,8-48-828-1
51,0,0,0,0,0,7-41-590-1|2-21-558-1|10-58-560-2|2-21-564-3|10-58-560-1|9-50-580-3|2-21-564-4|10-58-560-6|10-58-560-4|10-58-559-5|1-87-1085-1|2-21-564-5|10-58-559-3|2-21-557-2|2-21-564-1,8-46-826-1
52,0,0,0,0,0,10-58-560-2|2-21-558-1|10-58-560-3|10-58-560-4|10-58-560-1|10-58-560-6|2-21-564-3|1-87-1085-1|9-50-580-3|2-21-564-5|10-58-559-5|2-21-564-7|2-21-564-4|2-21-557-2|9-52-585-3,8-47-1204-1
53,0,0,0,1,1,8-47-1348-3|8-47-1348-2|8-47-1281-2|10-58-560-2|8-47-1348-1|2-21-557-2|10-58-560-1|2-21-557-1|8-48-1280-1|8-47-1263-2|10-58-560-6|8-47-1307-2|9-50-580-2|2-21-557-3|8-47-1348-4,8-48-1280-1
54,0,0,0,0,0,7-41-590-1|2-21-558-1|7-41-575-2|10-58-560-2|10-58-559-5|10-57-565-1|2-21-557-2|5-31-591-3|3-25-567-3|2-21-557-3|10-58-560-1|2-21-556-2|10-57-565-12|7-41-590-2|2-21-564-3,8-47-1281-2
55,0,0,0,1,1,10-58-560-3|10-58-560-2|2-22-700-4|8-47-1252-1|5-31-591-3|8-47-1254-1|2-21-557-1|10-58-560-4|2-21-557-2|8-47-1259-1|2-21-564-5|2-21-557-3|10-58-559-5|2-21-558-1|10-65-587-3,8-47-1254-1
56,0,0,0,0,0,7-41-590-1|7-41-590-2|5-31-591-3|5-31-591-1|1-87-1085-1|9-50-580-2|9-50-580-3|5-31-591-2|2-21-557-1|2-21-557-2|9-52-585-3|9-51-582-1|9-52-585-2|10-58-560-2|9-50-580-1,8-47-1781-3
57,0,0,0,0,0,7-41-590-1|8-47-1342-1|2-21-558-1|5-31-591-1|8-47-1348-3|2-21-557-2|7-41-590-2|10-58-559-5|5-31-591-2|10-58-559-3|8-47-1348-2|2-21-556-2|9-52-585-3|10-58-559-2|1-87-1085-1,8-45-563-5
58,0,0,0,0,0,7-41-590-1|7-41-590-2|5-31-591-3|5-31-591-1|5-31-591-2|1-87-1085-1|2-21-564-3|2-21-564-1|2-21-564-5|2-21-558-1|2-21-564-4|2-21-564-6|2-21-564-7|7-41-569-2|10-58-560-2,8-47-1771-1
59,0,0,0,0,0,7-41-590-1|5-31-591-1|1-87-1085-1|7-41-590-2|5-31-591-3|5-31-591-2|1-87-1481-3|2-21-557-2|10-58-560-2|10-58-560-1|2-21-564-3|9-50-580-3|4-97-1481-4|2-21-557-1|2-21-558-1,8-48-1562-1
60,0,0,0,0,0,1-87-1085-1|7-41-590-1|2-21-564-3|10-58-560-2|10-58-560-1|2-21-564-1|2-21-564-5|2-21-564-4|2-21-564-7|10-58-560-6|2-21-564-6|10-58-560-4|5-31-591-1|2-21-557-2|2-21-558-1,3-25-809-3
61,0,0,0,0,0,2-21-557-2|2-21-557-1|2-21-558-1|10-58-559-5|2-21-557-3|10-58-559-3|10-58-560-4|9-51-364-1|10-58-560-2|10-58-559-2|2-22-700-5|10-58-560-6|10-58-560-3|9-50-365-1|10-58-560-1,3-90-1790-2
62,0,0,0,0,0,2-21-558-1|7-41-590-1|7-41-569-3|7-41-571-2|4-91-714-1|8-47-1342-1|2-21-557-2|7-41-569-1|3-25-567-1|7-41-575-1|7-41-569-6|5-31-591-1|10-58-560-1|10-58-560-2|7-41-590-2,3-24-725-2
63,0,0,0,0,0,7-41-590-1|5-31-591-1|7-41-590-2|1-87-1085-1|2-21-557-2|5-31-591-2|5-31-591-3|10-58-560-1|10-58-560-2|2-21-558-1|2-21-564-3|8-47-1342-1|8-47-1348-3|7-41-569-2|2-21-557-1,3-25-567-3
64,0,0,0,0,0,1-87-1085-1|10-58-560-2|2-21-558-1|9-52-585-3|10-58-560-1|10-58-560-6|10-58-559-3|9-52-585-2|10-58-559-5|9-50-580-3|2-21-557-2|10-58-560-4|9-50-580-1|2-21-564-3|10-58-559-2,3-90-805-3
65,1,1,1,1,1,3-24-1856-1|1-87-1085-1|7-41-590-1|4-97-1481-3|6-38-589-6|8-47-1348-3|6-38-589-4|7-41-569-3|7-41-590-2|1-87-1481-3|4-97-1481-4|8-47-1348-1|2-21-557-2|9-50-580-2|5-31-591-1,3-24-1856-1
66,0,0,0,0,0,7-41-590-1|10-58-560-2|5-31-591-3|2-21-558-1|5-31-591-1|2-21-564-3|10-58-559-5|10-58-560-1|2-21-564-5|2-21-564-7|2-21-557-2|1-87-1085-1|10-58-559-3|10-58-560-4|10-58-560-3,3-25-567-4
67,0,0,0,0,0,9-52-585-3|9-51-364-1|9-50-365-1|1-87-1085-1|2-21-558-1|10-58-560-6|2-21-557-2|9-52-366-1|10-58-560-1|10-58-560-2|9-52-585-2|10-58-559-3|8-47-1348-1|10-58-560-4|10-58-559-5,3-25-812-1
68,0,0,0,0,0,7-41-590-1|7-41-590-2|5-31-591-1|2-21-557-2|7-41-569-3|2-21-558-1|7-41-569-2|7-41-575-2|10-58-560-1|6-38-589-6|5-31-591-2|10-58-560-2|9-52-585-3|2-21-557-1|6-38-589-4,3-24-1852-1
69,0,0,0,0,0,7-41-590-1|9-50-580-3|7-41-590-2|9-50-580-2|5-31-591-1|2-21-558-1|9-50-580-1|9-51-364-1|9-52-585-3|9-52-366-1|9-50-365-1|5-31-591-3|5-31-591-2|2-21-564-4|8-45-563-1,3-90-1837-1
70,0,0,0,0,0,2-21-558-1|7-41-590-1|2-21-557-2|10-58-559-5|8-47-1342-1|3-25-567-1|10-58-559-3|7-41-569-3|2-21-556-2|9-52-366-1|10-58-560-2|3-25-567-3|9-51-364-1|9-52-585-3|10-58-560-1,3-26-1156-1
71,0,0,0,0,0,10-58-560-2|2-21-558-1|10-58-560-1|10-58-559-5|10-58-560-6|1-87-1085-1|7-41-590-1|2-21-557-2|10-58-559-3|2-21-564-3|10-58-560-4|10-58-560-3|2-21-561-4|10-58-559-2|5-31-591-1,3-24-723-1
72,0,0,0,0,0,7-41-590-1|8-47-1348-3|1-87-1085-1|10-58-560-2|2-21-558-1|10-58-560-1|2-21-557-2|8-47-1342-1|5-31-591-1|7-41-590-2|2-21-564-3|8-47-1348-2|5-31-591-3|1-87-1481-3|9-52-585-3,3-25-1861-2
73,0,0,0,0,0,2-21-558-1|2-21-557-2|10-58-560-6|10-58-560-2|8-47-1348-3|4-97-1481-2|1-87-1085-1|9-50-580-3|7-41-590-1|11-67-1345-1|2-21-556-2|10-58-560-1|10-58-559-3|10-58-559-5|2-21-557-1,3-26-866-1
74,0,0,0,0,0,9-51-364-1|7-41-590-1|7-41-575-2|9-52-366-1|7-41-569-7|2-21-558-1|7-41-569-3|9-50-365-1|7-41-569-6|10-58-559-5|2-21-557-2|10-58-560-3|7-41-569-1|2-21-556-2|7-41-590-2,3-24-799-6
75,0,0,0,0,0,8-47-1342-1|7-41-590-1|2-21-557-2|10-58-560-2|10-58-560-1|1-87-1085-1|2-21-558-1|5-31-591-1|2-21-557-1|2-21-564-3|9-51-364-1|10-58-560-6|10-58-560-4|10-58-559-5|9-52-366-1,3-82-1862-1
76,0,0,0,0,0,7-41-590-1|2-21-558-1|2-21-557-2|10-58-560-1|10-58-560-2|5-31-591-1|7-41-590-2|2-21-557-1|10-58-560-6|8-47-1348-3|2-21-557-3|3-25-567-1|6-38-589-4|2-21-564-3|7-43-574-1,3-25-807-2
77,0,0,0,0,0,7-41-590-1|2-21-558-1|7-41-569-3|10-58-560-2|9-52-585-3|10-58-560-1|7-41-569-1|3-25-567-1|2-21-557-2|7-41-575-2|10-58-560-4|7-41-569-6|7-41-590-2|7-41-569-7|10-58-559-5,3-24-803-2
78,0,0,0,0,0,9-52-585-3|2-21-558-1|9-51-364-1|9-50-365-1|9-52-585-2|10-58-559-5|9-50-580-3|10-58-559-3|2-21-557-2|9-52-366-1|10-58-560-2|10-58-560-4|10-58-560-1|9-52-585-1|10-58-559-2,3-25-811-1
79,0,0,0,0,0,2-21-558-1|10-94-2089-1|8-47-1348-3|10-64-650-2|3-25-2368-1|10-65-587-2|10-57-566-1|2-22-700-4|2-21-2033-1|8-47-1348-1|3-25-2368-2|10-58-560-2|10-60-2087-1|8-47-1348-2|10-58-560-6,3-24-2367-1
80,0,0,0,0,0,7-41-590-1|1-87-1085-1|2-21-558-1|10-58-560-2|5-31-591-1|2-21-564-3|10-58-560-1|5-31-591-3|7-41-590-2|1-87-1481-3|10-58-559-5|2-21-557-2|9-52-585-3|10-58-560-6|9-50-580-3,3-26-1156-7
81,0,0,0,0,0,2-21-557-2|10-58-560-6|1-87-1085-1|2-21-557-1|7-41-590-1|1-87-1481-3|10-58-560-1|2-21-557-3|10-58-560-2|7-41-590-2|2-21-558-1|2-21-564-3|4-97-1481-4|1-87-1481-1|6-38-589-4,3-25-1860-3
82,0,0,0,0,0,7-41-590-1|7-41-590-2|5-31-591-1|5-31-591-3|1-87-1085-1|2-21-558-1|5-31-591-2|10-58-560-2|6-38-589-6|6-38-589-4|10-58-560-1|2-21-564-3|2-21-557-2|9-50-580-3|7-41-569-3,3-24-981-1
83,0,0,0,0,0,7-41-590-1|7-41-590-2|2-21-558-1|2-21-564-3|5-31-591-1|1-87-1085-1|2-21-564-1|5-31-591-3|10-58-560-2|10-58-560-1|2-21-564-5|2-21-564-4|2-21-564-7|2-21-564-6|6-38-589-6,3-24-1038-1
84,0,0,0,0,0,7-41-590-1|2-21-558-1|10-58-560-2|10-58-560-1|9-52-585-3|7-41-569-3|10-58-560-6|2-21-557-2|10-58-560-4|10-58-559-3|10-58-559-5|9-51-364-1|9-50-580-3|10-58-559-2|9-52-585-2,3-25-567-1
85,0,0,0,0,0,7-41-590-1|2-21-564-3|2-21-558-1|1-87-1085-1|7-41-590-2|5-31-591-1|2-21-557-2|10-58-560-2|8-47-1342-1|10-58-560-1|9-50-580-3|2-21-564-1|2-21-564-7|5-31-591-3|2-21-564-4,3-26-775-1
86,0,0,0,0,0,7-41-590-1|2-21-564-3|5-31-591-1|1-87-1085-1|2-21-564-1|2-21-564-7|10-58-560-2|5-31-591-3|2-21-557-2|10-58-560-1|7-41-590-2|2-21-564-4|2-21-564-6|2-21-564-5|2-21-564-2,3-26-867-1
87,0,0,0,0,0,9-52-585-3|9-52-585-2|9-50-580-3|2-21-558-1|7-41-575-2|10-58-560-2|10-58-559-5|10-58-560-1|7-41-590-1|9-52-585-1|10-58-560-6|10-58-560-4|10-58-559-3|10-57-565-1|6-38-589-6,3-24-802-1
88,0,0,0,0,0,10-58-560-3|2-21-564-5|10-58-560-2|10-58-559-5|5-31-591-3|9-50-580-3|10-57-565-13|2-21-561-4|7-41-575-3|2-21-564-4|10-58-560-4|10-58-559-3|7-41-575-2|9-52-585-1|6-38-589-5,3-24-1836-3
89,0,0,0,0,0,10-58-560-2|10-58-559-5|7-41-590-1|10-58-560-1|10-58-559-3|2-21-557-2|2-21-558-1|1-87-1085-1|10-58-559-2|8-47-1342-1|10-58-560-6|2-21-564-3|7-41-569-3|2-21-561-4|10-58-559-7,3-26-765-1
90,0,0,0,0,0,2-21-558-1|9-51-364-1|9-52-585-3|2-21-557-2|9-52-366-1|10-58-559-5|9-50-365-1|9-52-585-2|10-58-559-3|10-58-560-2|7-41-590-1|10-58-560-1|10-58-559-2|10-58-560-6|9-52-585-1,3-25-809-1
91,0,0,0,0,0,7-41-590-1|5-31-591-1|1-87-1085-1|5-31-591-3|7-41-590-2|2-21-558-1|5-31-591-2|10-58-560-2|2-21-564-3|2-21-557-2|10-58-560-1|10-58-560-6|2-21-557-1|6-38-589-4|8-47-1342-1,3-24-799-3
92,0,0,0,0,0,7-41-590-1|2-21-558-1|1-87-1085-1|10-58-560-2|9-52-585-3|9-50-580-3|10-58-560-1|5-31-591-1|9-50-580-1|7-41-590-2|2-21-557-2|9-50-580-2|2-21-564-3|9-52-585-2|6-38-589-4,3-24-800-3
93,0,0,0,0,0,2-21-558-1|7-41-590-1|8-47-1342-1|2-21-557-2|3-25-567-1|9-52-585-3|10-58-559-3|7-41-575-4|2-21-556-2|10-58-559-2|7-41-575-1|10-58-560-2|7-41-569-3|7-41-575-2|5-31-591-1,9-51-582-4
94,0,0,0,0,0,10-58-560-2|2-21-558-1|9-51-364-1|7-41-590-1|10-58-560-1|10-58-560-6|9-52-585-3|2-21-557-2|9-50-365-1|10-58-560-4|9-50-580-3|1-87-1085-1|9-52-366-1|10-58-559-5|10-58-559-3,9-51-583-4
95,0,0,0,0,0,7-41-590-1|5-31-591-1|1-87-1085-1|7-41-590-2|2-21-558-1|10-58-560-1|2-21-564-3|10-58-560-2|2-21-557-2|5-31-591-2|1-87-1481-3|6-38-589-6|2-21-564-1|6-38-589-4|8-47-1348-3,9-50-359-1
96,0,0,0,0,0,10-58-560-2|10-58-559-5|2-21-564-3|10-58-560-4|10-58-560-1|1-87-1085-1|2-21-558-1|10-58-560-6|10-58-559-3|2-21-557-2|2-21-564-7|1-87-1481-1|10-58-560-3|2-21-564-5|7-41-590-1,9-50-581-3
97,0,0,0,0,0,7-41-590-1|10-58-560-2|10-58-560-1|10-58-559-5|2-21-558-1|10-58-559-3|2-21-557-2|10-58-560-6|7-41-569-3|7-41-575-2|10-58-560-4|10-58-559-2|9-50-580-3|2-21-556-2|10-58-560-3,9-51-353-3
